id,category,productName,description
262,laptops notebook computers,microsoft surface pro 9 bundle intel evo platform 12th gen intel core i71255u 2880 x 1920 pixelsense flow display sapphire windows 11,includes surface pro sapphire signature cover black slim pen 2 intel evo platform powered by 12th gen intel core i7 processor intel integrated iris xe graphics wifi 6e 2x2160 gig up to 155hours of typical device usage
263,laptops notebook computers,macbook pro 14inch apple m2 max chip with 12core cpu and 30core gpu 1tb ssd,apple m2 max chip for a massive leap in cpu gpu and machine learning performance 12core cpu delivers faster performance to fly through pro workflows quicker than ever 30core gpu with faster performance for graphicsintensive apps and games 16core neural engine for up to 11x faster machine learning performance longer battery life up to 18 hours of battery life
264,laptops notebook computers,macbook pro 16inch apple m3 pro chip with 36gb memory 12core cpu and 18core gpu 512gb ssd,the m3 pro chip provides even greater performance for demanding workflows liquid retina xdr displaythe large 162inch display is great for doing your work on the go industryleading battery lifeup to 22 hours now in a new color space black
265,laptops notebook computers,lenovo ideapad slim 5i 16 touchscreen laptop 13th gen intel core i71355u wuxga 1920 x 1200 display windows 11,13th gen intel core i71355u 10core processor wifi 6 2x2160 gig and bluetooth 51 standard backlit keyboard with fingerprint reader integrated webcam with privacy shutter microsoft windows 11
266,laptops notebook computers,hp pavilion 156 touchscreen laptop 13th gen intel core i71355u geforce mx550 1080p blue,13th gen intel core i71355u 10core processor nvidia geforce mx550 graphics 2gb 156 touchscreen ips microedge brightview fhd 1920 x 1080 250nits display wifi 6 2x2160 gig and bluetooth 53 fullsize backlit keyboard wit numeric keypad
267,laptops notebook computers,dell inspiron plus 16 intel evo platform laptop 13th gen intel core i713700h 25k 2560 x 1600 display windows 11,intel evo platform powered by 13th gen intel core i713700h processor 16 antiglare wva comfortview plus 25k 2560 x 1600 display intel wifi 6e 2x2160 gig and bluetooth 52 backlit keyboard with fingerprint reader and 1080p webcam microsoft windows 11 home
268,laptops notebook computers,macbook air 133inch apple m1 chip 8core cpu 7core gpu 8gb memory 256gb ssd silver,apple m1 chip 8core cpu 7core gpu 256gb ssd storage 8gb unified memory 133 retina display 18 hour battery life
269,laptops notebook computers,hp 173 touchscreen laptop amd ryzen 5 7530u windows 11,amd ryzen 5 7530u 6core processor 173 touchscreen brightview hd 1600 x 900 250nits display fullsize keyboard with numeric keypad and webcam with privacy shutter wifi 6 2x2 160 gig and bluetooth 53 microsoft windows 11 home 64bit
270,laptops notebook computers,dell inspiron 156 touchscreen laptop 13th gen intel core i51335u 1080p windows 11 black,13th gen intel core i51335u processor wifi 6 2x2160 gig and bluetooth 156 touchscreen antiglare led backlight wva fhd 1920 x 1080 display microsoft windows 11 home 64bit 1x hdmi 14
271,laptops notebook computers,lenovo flex 5i 16 touchscreen 2in1 laptop 13th gen intel core i71355u windows 11 abyss blue,13th gen intel core i71355u 10core processor wifi 6 2x2160 gig and bluetooth 50 16 touchscreen ips lcd with led backlit wuxga 1920 x 1200 300nits display backlit keyboard fingerprint reader and webcam with privacy shutter lenovo digital pen included
272,laptops notebook computers,dell inspiron 14 intel evo platform laptop 13th gen intel core i71360p 2560x1600 display,intel evo platform powered by 13th gen intel core i71360p processor 14 wva wqxga 2560 x 1600 300nits display intel wifi 6e 1x hdmi 14 microsoft windows 11 home 64bit
273,laptops notebook computers,samsung galaxy book3 156 laptop 13th gen intel core i71355u processor 1080p windows 11,take big pc power anywhere with a thin lightweight and premium design crisp bright and beautiful your full hd screen features all the quality you expect from a galaxy display high quality hd 720p webcam 2x dolby atmos speakers and a studio worthy mic that makes for high quality conversations stay powered through your projects with up to 15 hours of battery life connect seamlessly across galaxy devices
274,laptops notebook computers,microsoft surface laptop studio 144 touchscreen 2in1 laptop 11th gen intel core i711370h,windows 11 home 144 pixelsense flow touchscreen display 2400 x 1600 wifi 6 2x2160 gig and bluetooth 51 nvidia geforce rtx 3050ti laptop gpu with 4gb gddr6 gpu memory
275,laptops notebook computers,lg gram style 16 oled intel evo platform laptop 13th gen intel core i71360p oled 3k 120hz display 3200 x 2000 windows 11,intel evo platform powered by 13th gen intel core i71360p 12core processor 16 3k 3200 x 2000 120 hz 500 nit hdr peak brightness anti glare oled display intel wifi 6e 2x2160 gig and bluetooth 51 hires full hd ir webcam with facial login dual mics haptic hidden touchpad
276,laptops notebook computers,dell inspiron 16 touchscreen laptop 13th gen intel core i71360p 1920 x 1200 windows 11,13th gen intel core i71360p 12core processor 16 fhd 1920 x 1200 300nits wva touchscreen with comfortview plus support intel wifi 6e 2x2160 gig and bluetooth 53 titan gray backlit keyboard windows 11 home
277,laptops notebook computers,microsoft surface pro 9 bundle intel evo platform 12th gen intel core i71255u 2880 x 1920 pixelsense flow display windows 11,includes surface pro signature cover slim pen 2 in black intel evo platform powered by 12th gen intel core i7 processor intel iris xe graphics wifi 6 2x2160 gig up to 16hours of typical device usage
278,laptops notebook computers,hp 14 touchscreen laptop amd ryzen 7 5700u windows 11 black,amd ryzen 7 5700u 8core processor 14 touchscreen microedge ntsc hd 1366 x 768 display 80211 wirelessac 2x2 and bluetooth 50 fullsize jet black keyboard and hp true vision 720p hd camera microsoft windows 11 home 64bit
279,laptops notebook computers,hp 14 laptop 13th gen intel core i71355u 1080p windows 11,13th gen intel core i71355u 10core processor 14 ips antiglare fhd 1920 x 1080 250nits display wifi 6 2x2160 gig and bluetooth 53 fullsize backlit keyboard and 720p webcam with privacy shutter microsoft windows 11 home 64bit
280,laptops notebook computers,lenovo ideapad 1 156 laptop intel pentium silver n6000 1080p windows 11 s mode microsoft 365 personal 1year subscription,includes microsoft office 365 personal 1year subscription wifi 6 2x2160 gig and bluetooth 50 integrated 720p webcam 2x 15w speakers with dolby audio microsoft windows 11 home in s mode 64bit
281,laptops notebook computers,lenovo slim 7 pro x 145 touchscreen laptop amd ryzen 9 6900hs geforce rtx 3050 120hz 3072 x 1920 display windows 11,microsoft windows 11 home amd ryzen 9 6900hs 8core processor 145 touchscreen ips srgb 3k 3072 x 1920 120hz display wifi 6 2x2160 gig and bluetooth 51 nvidia geforce rtx 3050 4gb
282,laptops notebook computers,acer aspire 3 spin 14 2in1 touchscreen laptop intel core i3n305 1920 x 1200 windows 11 s mode,intel core i3n305 processor wifi 6 2x2160 gig and bluetooth 51 integrated webcam with blue glass lens multigesture touchpad supporting windows modern touchpad gestures microsoft windows 11 home in s mode
283,laptops notebook computers,lenovo thinkpad x1 carbon 14 laptop 12th gen intel core i71255u windows 11,12th gen intel core i71255u 10core processor 14 ips antiglare wuxga 1920 x 1200 400nits display intel wifi 6e 2x2160 gig and bluetooth 51 backlit keyboard with fingerprint reader and webcam microsoft windows 11 home
284,laptops notebook computers,lenovo ideapad 3 156 touchscreen laptop 12th gen intel core i51235u 1080p windows 11 abyss blue,12th gen intel core i51235u 10core processor 156 touchscreen ips lcd with ledbacklit fhd 1920 x 1080 300nits display wifi 6 2x2160 gig and bluetooth 50 backlit keyboard fingerprint reader and webcam with privacy shutter microsoft windows 11 home 64bit
285,laptops notebook computers,hp x360 14 touchscreen 2in1 chromebook laptop intel pentium silver n6000 1080p,intel pentium silver n6000 processor 14 touchscreen ips microedge fhd 1920 x 1080 250nits display wireless ac 2 x 2 and bluetooth 50 integrated 720p webcam compatible with google assistant
286,laptops notebook computers,asus 16 rog strix g16 laptop 13th gen intel core i913980hx geforce rtx 4060 1920 x 1200 windows 11,13th gen intel core i913980hx 24core processor wifi 6e 2x2160 gig and bluetooth 52 16 antiglare ips fhd 1920 x 1200 250nits 165hz display nvidia geforce rtx 4060 8gb backlit chiclet keyboard 4zone rgb
287,laptops notebook computers,lg gram 16 intel evo platform touchscreen laptop 13th gen intel core i71360p 2560 x 1600 windows 11,intel evo platform powered by 13th gen intel core i71360p 12core processor 16 ips wqxga 2560 x 1600 350nit touchscreen intel wifi 6e 2x2160 gig and bluetooth 51 integrated fhd webcam with dual mics and facial recognition microsoft windows 11 home 64bit
288,laptops notebook computers,acer chromebook plus 14 touchscreen laptop amd ryzen 37320c 1200p protective sleeve included,amd ryzen 3 7320c quadcore processor 14 touchscreen ips widescreen ledbacklit wuxga1920 x 1200 display wifi 6e 2x2160 gig and bluetooth 51 backlit keyboard and 1080p webcam with privacy shutter 3month adobe photoshop trial valid 1008202301312024
289,laptops notebook computers,acer aspire 5 156 laptop 12th gen intel core i512450h 1080p windows 11,12th gen intel core i512450h processor 156 widescreen ledbacklit fhd 1920 x 1080 display integrated hd 720p webcam 1x hdmi 21 with hdcp support microsoft windows 11 home
290,laptops notebook computers,microsoft surface laptop studio 2 144 touchscreen 2in1 laptop intel evo platform 13th gen intel core i713700h processor geforce rtx 4050 windows 11,144 hdr pixelsense flow touchscreen display 2400 x 1600 wifi 6e 80211ax compatible gig and bluetooth 53 windows 11 home nvidia geforce rtx 4050 gpu 6gb 32gb lpddr5x ram
291,laptops notebook computers,dell inspiron 156 touchscreen laptop amd ryzen 7 7730u 8core amd radeon,amd ryzen 7 7730u 8core processor intel wifi 5 2x2160 gig and bluetooth 50 amd radeon graphics 1tb pcie nvme m2 solid state drive microsoft windows 11 home 64bit
292,laptops notebook computers,lg gram 2in1 16 touchscreen intel evo platform laptop 13th gen intel core i71360p 2560 x 1600 windows 11,intel evo platform powered by 13th gen intel core i71360p 12core processor 16 touchscreen ips wqxga 2560 x 1600 350nits display intel wifi 6e 2x2160 gig and bluetooth 51 integrated fhd webcam with dual mics and facial recognition
